"","X","wed_ID","plg_ID","wed_UitPloeg","wed_ThuisPloeg","FTA","FTM","FG2A","FG2M","FG3M","FG3A","OR","DR","TO","Minuten","plg_Name","plg_ShortName","opp_wed_ID","opp_plg_ID","opp_wed_UitPloeg","opp_wed_ThuisPloeg","opp_FTA","opp_FTM","opp_FG2A","opp_FG2M","opp_FG3M","opp_FG3A","opp_OR","opp_DR","opp_TO","opp_Minuten","opp_plg_Name","opp_plg_ShortName","FTtrips","opp_FTtrips","pts","opp_pts","Win","Loss","plays","opp_plays","ps","opp_ps","avgps","WARNING","pace","Ortg","Drtg","Home","Nrtg","EFGpct","ORpct","TOpct","FT4f","opp_EFGpct","opp_ORpct","opp_TOpct","opp_FT4f","FG2Apct","FG3Apct","FTTpct","FG2pct","FG3pct","FTpct"
"1",1,522465,3103,3103,8594,34,24,37,14,0,14,11,24,25,200,"Rotterdam Basketbal","Rotterda",522465,8594,3103,8594,27,12,38,24,6,27,18,33,26,200,"GasTerra Flames","GasTerra",15.64,12.42,52,78,FALSE,TRUE,91.64,103.42,81.7425,87.37,85,TRUE,84.55625,61.1764705882353,91.7647058823529,FALSE,-30.5882352941176,0.274509803921569,0.25,0.294117647058824,0.470588235294118,0.507692307692308,0.428571428571429,0.305882352941176,0.184615384615385,0.555222088835534,0.210084033613445,0.23469387755102,0.378378378378378,0,0.705882352941177
"2",2,522465,8594,3103,8594,27,12,38,24,6,27,18,33,26,200,"GasTerra Flames","GasTerra",522465,3103,3103,8594,34,24,37,14,0,14,11,24,25,200,"Rotterdam Basketbal","Rotterda",12.42,15.64,78,52,TRUE,FALSE,103.42,91.64,87.37,81.7425,85,TRUE,84.55625,91.7647058823529,61.1764705882353,TRUE,30.5882352941176,0.507692307692308,0.428571428571429,0.305882352941176,0.184615384615385,0.274509803921569,0.25,0.294117647058824,0.470588235294118,0.490829243089641,0.348747093774219,0.160423663136141,0.631578947368421,0.222222222222222,0.444444444444444
"3",3,522466,1771,2571,1771,25,19,50,21,7,16,18,33,16,200,"Landstede Basketbal","Landsted",522466,2571,2571,1771,23,16,45,21,2,15,7,25,13,200,"Basketball Stars Weert","Basketba",11.5,10.58,82,64,TRUE,FALSE,93.5,83.58,76.4795348837209,76.65175,77,FALSE,76.5656424418605,106.493506493506,83.1168831168831,TRUE,23.3766233766234,0.477272727272727,0.418604651162791,0.207792207792208,0.287878787878788,0.4,0.175,0.168831168831169,0.266666666666667,0.645161290322581,0.206451612903226,0.148387096774194,0.42,0.4375,0.76
"4",4,522466,2571,2571,1771,23,16,45,21,2,15,7,25,13,200,"Basketball Stars Weert","Basketba",522466,1771,2571,1771,25,19,50,21,7,16,18,33,16,200,"Landstede Basketbal","Landsted",10.58,11.5,64,82,FALSE,TRUE,83.58,93.5,76.65175,76.4795348837209,77,FALSE,76.5656424418605,83.1168831168831,106.493506493506,FALSE,-23.3766233766234,0.4,0.175,0.168831168831169,0.266666666666667,0.477272727272727,0.418604651162791,0.207792207792208,0.287878787878788,0.637574383678096,0.212524794559365,0.149900821762539,0.466666666666667,0.133333333333333,0.695652173913043
"5",5,522467,3138,6115,3138,20,14,48,26,7,21,9,32,8,200,"BV Aris","BV Aris",522467,6115,6115,3138,27,17,51,25,3,17,16,28,15,200,"Giants Academy","Giants A",9.2,12.42,87,76,TRUE,FALSE,86.2,95.42,76.8302702702703,81.1533333333333,79,TRUE,78.9918018018018,110.126582278481,96.2025316455696,TRUE,13.9240506329114,0.528985507246377,0.243243243243243,0.10126582278481,0.202898550724638,0.433823529411765,0.333333333333333,0.189873417721519,0.25,0.61381074168798,0.268542199488491,0.117647058823529,0.541666666666667,0.333333333333333,0.7
"6",6,522467,6115,6115,3138,27,17,51,25,3,17,16,28,15,200,"Giants Academy","Giants A",522467,3138,6115,3138,20,14,48,26,7,21,9,32,8,200,"BV Aris","BV Aris",12.42,9.2,76,87,FALSE,TRUE,95.42,86.2,81.1533333333333,76.8302702702703,79,TRUE,78.9918018018018,96.2025316455696,110.126582278481,FALSE,-13.9240506329114,0.433823529411765,0.333333333333333,0.189873417721519,0.25,0.528985507246377,0.243243243243243,0.10126582278481,0.202898550724638,0.634170604327282,0.211390201442427,0.154439194230291,0.490196078431373,0.176470588235294,0.62962962962963
"7",7,522468,2393,2393,3107,23,16,46,20,5,20,9,26,17,225,"Matrixx Magixx","Matrixx ",522468,3107,2393,3107,29,22,51,22,3,22,30,38,18,225,"BS Leiden","BS Leide",10.58,13.34,71,75,FALSE,TRUE,93.58,104.34,85.1793617021277,76.8257142857143,81,TRUE,72.0022559945964,87.6543209876543,92.5925925925926,FALSE,-4.93827160493828,0.416666666666667,0.191489361702128,0.209876543209877,0.242424242424242,0.363013698630137,0.535714285714286,0.222222222222222,0.301369863013699,0.600679028466963,0.261164794985636,0.138156176547401,0.434782608695652,0.25,0.695652173913043
"8",8,522468,3107,2393,3107,29,22,51,22,3,22,30,38,18,225,"BS Leiden","BS Leide",522468,2393,2393,3107,23,16,46,20,5,20,9,26,17,225,"Matrixx Magixx","Matrixx ",13.34,10.58,75,71,TRUE,FALSE,104.34,93.58,76.8257142857143,85.1793617021277,81,TRUE,72.0022559945964,92.5925925925926,87.6543209876543,TRUE,4.93827160493828,0.363013698630137,0.535714285714286,0.222222222222222,0.301369863013699,0.416666666666667,0.191489361702128,0.209876543209877,0.242424242424242,0.590687977762335,0.254806578642576,0.154505443595089,0.431372549019608,0.136363636363636,0.758620689655172
"9",9,522469,2823,2823,3120,15,14,39,18,6,13,8,30,17,200,"EBBC","EBBC",522469,3120,2823,3120,18,9,32,12,4,22,16,18,11,200,"ABC Amsterdam","ABC Amst",6.9,8.28,68,45,TRUE,FALSE,75.9,73.28,66.6815384615385,59.1373913043478,63,TRUE,62.9094648829431,107.936507936508,71.4285714285714,FALSE,36.5079365079365,0.519230769230769,0.307692307692308,0.26984126984127,0.269230769230769,0.333333333333333,0.347826086956522,0.174603174603175,0.166666666666667,0.66213921901528,0.220713073005093,0.117147707979626,0.461538461538462,0.461538461538462,0.933333333333333
"10",10,522469,3120,2823,3120,18,9,32,12,4,22,16,18,11,200,"ABC Amsterdam","ABC Amst",522469,2823,2823,3120,15,14,39,18,6,13,8,30,17,200,"EBBC","EBBC",8.28,6.9,45,68,FALSE,TRUE,73.28,75.9,59.1373913043478,66.6815384615385,63,TRUE,62.9094648829431,71.4285714285714,107.936507936508,TRUE,-36.5079365079365,0.333333333333333,0.347826086956522,0.174603174603175,0.166666666666667,0.519230769230769,0.307692307692308,0.26984126984127,0.269230769230769,0.513808606294155,0.353243416827232,0.132947976878613,0.375,0.181818181818182,0.5
"11",11,522470,2571,3107,2571,25,20,34,20,9,23,6,28,9,200,"Basketball Stars Weert","Basketba",522470,3107,3107,2571,11,8,47,23,7,29,18,24,10,200,"BS Leiden","BS Leide",11.5,5.06,87,75,TRUE,FALSE,77.5,91.06,71.508,71.8,72,FALSE,71.654,120.833333333333,104.166666666667,TRUE,16.6666666666667,0.587719298245614,0.2,0.125,0.350877192982456,0.440789473684211,0.391304347826087,0.138888888888889,0.105263157894737,0.496350364963504,0.335766423357664,0.167883211678832,0.588235294117647,0.391304347826087,0.8
"12",12,522470,3107,3107,2571,11,8,47,23,7,29,18,24,10,200,"BS Leiden","BS Leide",522470,2571,3107,2571,25,20,34,20,9,23,6,28,9,200,"Basketball Stars Weert","Basketba",5.06,11.5,75,87,FALSE,TRUE,91.06,77.5,71.8,71.508,72,FALSE,71.654,104.166666666667,120.833333333333,FALSE,-16.6666666666667,0.440789473684211,0.391304347826087,0.138888888888889,0.105263157894737,0.587719298245614,0.2,0.125,0.350877192982456,0.579817419195658,0.357759684184555,0.0624228966197878,0.48936170212766,0.241379310344828,0.727272727272727
"13",13,522471,3103,3120,3103,25,17,32,14,5,20,8,20,16,200,"Rotterdam Basketbal","Rotterda",522471,3120,3120,3103,20,9,41,18,7,14,12,23,17,200,"ABC Amsterdam","ABC Amst",11.5,9.2,60,66,FALSE,TRUE,79.5,81.2,70.3877419354839,69.1625,70,FALSE,69.7751209677419,85.7142857142857,94.2857142857143,TRUE,-8.57142857142858,0.413461538461538,0.258064516129032,0.228571428571429,0.326923076923077,0.518181818181818,0.375,0.242857142857143,0.163636363636364,0.503937007874016,0.31496062992126,0.181102362204724,0.4375,0.25,0.68
"14",14,522471,3120,3120,3103,20,9,41,18,7,14,12,23,17,200,"ABC Amsterdam","ABC Amst",522471,3103,3120,3103,25,17,32,14,5,20,8,20,16,200,"Rotterdam Basketbal","Rotterda",9.2,11.5,66,60,TRUE,FALSE,81.2,79.5,69.1625,70.3877419354839,70,FALSE,69.7751209677419,94.2857142857143,85.7142857142857,FALSE,8.57142857142858,0.518181818181818,0.375,0.242857142857143,0.163636363636364,0.413461538461538,0.258064516129032,0.228571428571429,0.326923076923077,0.638629283489097,0.218068535825545,0.143302180685358,0.439024390243902,0.5,0.45
"15",15,522472,2393,3138,2393,18,12,41,24,12,31,16,29,28,225,"Matrixx Magixx","Matrixx ",522472,3138,3138,2393,21,14,46,28,8,22,9,25,12,225,"BV Aris","BV Aris",8.28,9.66,96,94,TRUE,FALSE,108.28,89.66,93.2478048780488,81.5505263157895,87,TRUE,77.6881471972614,110.344827586207,108.045977011494,TRUE,2.29885057471263,0.583333333333333,0.390243902439024,0.32183908045977,0.166666666666667,0.588235294117647,0.236842105263158,0.137931034482759,0.205882352941176,0.510712506228201,0.386148480318884,0.103139013452915,0.585365853658537,0.387096774193548,0.666666666666667
"16",16,522472,3138,3138,2393,21,14,46,28,8,22,9,25,12,225,"BV Aris","BV Aris",522472,2393,3138,2393,18,12,41,24,12,31,16,29,28,225,"Matrixx Magixx","Matrixx ",9.66,8.28,94,96,FALSE,TRUE,89.66,108.28,81.5505263157895,93.2478048780488,87,TRUE,77.6881471972614,108.045977011494,110.344827586207,FALSE,-2.29885057471263,0.588235294117647,0.236842105263158,0.137931034482759,0.205882352941176,0.583333333333333,0.390243902439024,0.32183908045977,0.166666666666667,0.592325521503992,0.28328611898017,0.124388359515838,0.608695652173913,0.363636363636364,0.666666666666667
"17",17,522473,6115,8594,6115,27,19,44,22,6,18,15,28,23,200,"Giants Academy","Giants A",522473,8594,8594,6115,34,21,51,29,3,16,14,24,16,200,"GasTerra Flames","GasTerra",12.42,15.64,81,88,FALSE,TRUE,97.42,98.64,83.4276923076923,86.1566666666667,85,FALSE,84.7921794871795,95.2941176470588,103.529411764706,TRUE,-8.23529411764706,0.5,0.384615384615385,0.270588235294118,0.306451612903226,0.5,0.333333333333333,0.188235294117647,0.313432835820896,0.591238914270357,0.241870464928783,0.16689062080086,0.5,0.333333333333333,0.703703703703704
"18",18,522473,8594,8594,6115,34,21,51,29,3,16,14,24,16,200,"GasTerra Flames","GasTerra",522473,6115,8594,6115,27,19,44,22,6,18,15,28,23,200,"Giants Academy","Giants A",15.64,12.42,88,81,TRUE,FALSE,98.64,97.42,86.1566666666667,83.4276923076923,85,FALSE,84.7921794871795,103.529411764706,95.2941176470588,FALSE,8.23529411764706,0.5,0.333333333333333,0.188235294117647,0.313432835820896,0.5,0.384615384615385,0.270588235294118,0.306451612903226,0.617134559535334,0.193610842207164,0.189254598257502,0.568627450980392,0.1875,0.617647058823529
"19",19,522474,1771,1771,2823,9,6,41,19,3,13,9,25,17,200,"Landstede Basketbal","Landsted",522474,2823,1771,2823,22,18,39,15,9,24,17,27,11,200,"EBBC","EBBC",4.14,10.12,53,75,FALSE,TRUE,75.14,84.12,66.58,67.2292857142857,67,FALSE,66.9046428571428,79.1044776119403,111.940298507463,FALSE,-32.8358208955224,0.435185185185185,0.25,0.253731343283582,0.111111111111111,0.452380952380952,0.404761904761905,0.164179104477612,0.285714285714286,0.705194358445132,0.22359821121431,0.0712074303405573,0.463414634146341,0.230769230769231,0.666666666666667
"20",20,522474,2823,1771,2823,22,18,39,15,9,24,17,27,11,200,"EBBC","EBBC",522474,1771,1771,2823,9,6,41,19,3,13,9,25,17,200,"Landstede Basketbal","Landsted",10.12,4.14,75,53,TRUE,FALSE,84.12,75.14,67.2292857142857,66.58,67,FALSE,66.9046428571428,111.940298507463,79.1044776119403,TRUE,32.8358208955224,0.452380952380952,0.404761904761905,0.164179104477612,0.285714285714286,0.435185185185185,0.25,0.253731343283582,0.111111111111111,0.533369803063457,0.328227571115974,0.138402625820569,0.384615384615385,0.375,0.818181818181818
"21",21,522475,2393,2393,8594,39,23,54,23,2,12,17,30,18,225,"Matrixx Magixx","Matrixx ",522475,8594,2393,8594,28,14,41,20,9,33,18,32,18,225,"GasTerra Flames","GasTerra",17.94,12.88,75,81,FALSE,TRUE,101.94,104.88,86.7197959183673,86.82375,87,FALSE,77.1304648526077,86.2068965517241,93.1034482758621,FALSE,-6.89655172413792,0.393939393939394,0.346938775510204,0.206896551724138,0.348484848484849,0.452702702702703,0.375,0.206896551724138,0.189189189189189,0.643316654753395,0.142959256611866,0.213724088634739,0.425925925925926,0.166666666666667,0.58974358974359
"22",22,522475,8594,2393,8594,28,14,41,20,9,33,18,32,18,225,"GasTerra Flames","GasTerra",522475,2393,2393,8594,39,23,54,23,2,12,17,30,18,225,"Matrixx Magixx","Matrixx ",12.88,17.94,81,75,TRUE,FALSE,104.88,101.94,86.82375,86.7197959183673,87,FALSE,77.1304648526077,93.1034482758621,86.2068965517241,TRUE,6.89655172413792,0.452702702702703,0.375,0.206896551724138,0.189189189189189,0.393939393939394,0.346938775510204,0.206896551724138,0.348484848484849,0.471915285451197,0.379834254143646,0.148250460405157,0.48780487804878,0.272727272727273,0.5
"23",23,522476,2823,2823,3107,23,20,34,17,5,17,5,27,12,200,"EBBC","EBBC",522476,3107,2823,3107,35,21,36,17,6,21,14,28,11,200,"BS Leiden","BS Leide",10.58,16.1,69,73,FALSE,TRUE,73.58,84.1,68.8784848484848,71.6775609756098,70,FALSE,70.2780229120473,98.5714285714286,104.285714285714,FALSE,-5.71428571428572,0.480392156862745,0.151515151515152,0.171428571428571,0.392156862745098,0.456140350877193,0.341463414634146,0.157142857142857,0.368421052631579,0.552127314063008,0.276063657031504,0.171809028905489,0.5,0.294117647058824,0.869565217391304
"24",24,522476,3107,2823,3107,35,21,36,17,6,21,14,28,11,200,"BS Leiden","BS Leide",522476,2823,2823,3107,23,20,34,17,5,17,5,27,12,200,"EBBC","EBBC",16.1,10.58,73,69,TRUE,FALSE,84.1,73.58,71.6775609756098,68.8784848484848,70,FALSE,70.2780229120473,104.285714285714,98.5714285714286,TRUE,5.71428571428572,0.456140350877193,0.341463414634146,0.157142857142857,0.368421052631579,0.480392156862745,0.151515151515152,0.171428571428571,0.392156862745098,0.492476060191519,0.287277701778386,0.220246238030096,0.472222222222222,0.285714285714286,0.6
"25",25,522477,1771,3120,1771,19,14,43,25,4,12,8,29,18,200,"Landstede Basketbal","Landsted",522477,3120,3120,1771,37,24,49,26,3,11,12,18,12,200,"ABC Amsterdam","ABC Amst",8.74,17.02,76,85,FALSE,TRUE,81.74,89.02,73.18,79.3117073170732,76,TRUE,76.2458536585366,100,111.842105263158,TRUE,-11.8421052631579,0.563636363636364,0.307692307692308,0.236842105263158,0.254545454545455,0.508333333333333,0.292682926829268,0.157894736842105,0.4,0.674615625980546,0.188264825855036,0.137119548164418,0.581395348837209,0.333333333333333,0.736842105263158
"26",26,522477,3120,3120,1771,37,24,49,26,3,11,12,18,12,200,"ABC Amsterdam","ABC Amst",522477,1771,3120,1771,19,14,43,25,4,12,8,29,18,200,"Landstede Basketbal","Landsted",17.02,8.74,85,76,TRUE,FALSE,89.02,81.74,79.3117073170732,73.18,76,TRUE,76.2458536585366,111.842105263158,100,FALSE,11.8421052631579,0.508333333333333,0.292682926829268,0.157894736842105,0.4,0.563636363636364,0.307692307692308,0.236842105263158,0.254545454545455,0.636198390028564,0.142820046741106,0.22098156323033,0.530612244897959,0.272727272727273,0.648648648648649
"27",27,522478,3103,3103,6115,29,16,39,15,9,26,18,21,19,200,"Rotterdam Basketbal","Rotterda",522478,6115,3103,6115,23,19,56,28,5,19,19,30,17,200,"Giants Academy","Giants A",13.34,10.58,73,90,FALSE,TRUE,97.34,102.58,80.88875,81.2335,81,FALSE,81.061125,90.1234567901235,111.111111111111,FALSE,-20.9876543209877,0.438461538461538,0.375,0.234567901234568,0.246153846153846,0.473333333333333,0.475,0.209876543209877,0.253333333333333,0.497829971917284,0.331886647944856,0.170283380137861,0.384615384615385,0.346153846153846,0.551724137931034
"28",28,522478,6115,3103,6115,23,19,56,28,5,19,19,30,17,200,"Giants Academy","Giants A",522478,3103,3103,6115,29,16,39,15,9,26,18,21,19,200,"Rotterdam Basketbal","Rotterda",10.58,13.34,90,73,TRUE,FALSE,102.58,97.34,81.2335,80.88875,81,FALSE,81.061125,111.111111111111,90.1234567901235,TRUE,20.9876543209877,0.473333333333333,0.475,0.209876543209877,0.253333333333333,0.438461538461538,0.375,0.234567901234568,0.246153846153846,0.654358494975462,0.222014489366674,0.123627015657864,0.5,0.263157894736842,0.826086956521739
"29",29,522479,2571,2571,3138,18,14,40,23,6,24,8,29,14,200,"Basketball Stars Weert","Basketba",522479,3138,2571,3138,28,15,43,26,5,20,11,33,10,200,"BV Aris","BV Aris",8.28,12.88,78,82,FALSE,TRUE,86.28,85.88,78.9726829268293,76.464,78,FALSE,77.7183414634146,100,105.128205128205,FALSE,-5.12820512820512,0.5,0.195121951219512,0.179487179487179,0.21875,0.531746031746032,0.275,0.128205128205128,0.238095238095238,0.553403431101273,0.332042058660764,0.114554510237963,0.575,0.25,0.777777777777778
"30",30,522479,3138,2571,3138,28,15,43,26,5,20,11,33,10,200,"BV Aris","BV Aris",522479,2571,2571,3138,18,14,40,23,6,24,8,29,14,200,"Basketball Stars Weert","Basketba",12.88,8.28,82,78,TRUE,FALSE,85.88,86.28,76.464,78.9726829268293,78,FALSE,77.7183414634146,105.128205128205,100,TRUE,5.12820512820512,0.531746031746032,0.275,0.128205128205128,0.238095238095238,0.5,0.195121951219512,0.179487179487179,0.21875,0.566684238270954,0.263574064312072,0.169741697416974,0.604651162790698,0.25,0.535714285714286
"31",31,522480,2571,8594,2571,29,25,44,18,3,17,8,22,9,200,"Basketball Stars Weert","Basketba",522480,8594,8594,2571,41,26,39,18,5,18,17,36,13,200,"GasTerra Flames","GasTerra",13.34,18.86,70,77,FALSE,TRUE,83.34,88.86,75.5581818181818,73.0020512820513,74,FALSE,74.2801165501166,94.5945945945946,104.054054054054,TRUE,-9.45945945945945,0.368852459016393,0.181818181818182,0.121621621621622,0.409836065573771,0.447368421052632,0.435897435897436,0.175675675675676,0.456140350877193,0.591875168146355,0.228679042238364,0.179445789615281,0.409090909090909,0.176470588235294,0.862068965517241
"32",32,522480,8594,8594,2571,41,26,39,18,5,18,17,36,13,200,"GasTerra Flames","GasTerra",522480,2571,8594,2571,29,25,44,18,3,17,8,22,9,200,"Basketball Stars Weert","Basketba",18.86,13.34,77,70,TRUE,FALSE,88.86,83.34,73.0020512820513,75.5581818181818,74,FALSE,74.2801165501166,104.054054054054,94.5945945945946,FALSE,9.45945945945945,0.447368421052632,0.435897435897436,0.175675675675676,0.456140350877193,0.368852459016393,0.181818181818182,0.121621621621622,0.409836065573771,0.514104930134458,0.237279198523596,0.248615871341946,0.461538461538462,0.277777777777778,0.634146341463415
"33",33,522481,3107,3107,3120,20,16,37,15,6,18,8,29,11,200,"BS Leiden","BS Leide",522481,3120,3107,3120,22,12,48,17,3,12,12,26,5,200,"ABC Amsterdam","ABC Amst",9.2,10.12,64,55,TRUE,FALSE,75.2,75.12,66.64,62.5931707317073,65,TRUE,64.6165853658537,98.4615384615385,84.6153846153846,FALSE,13.8461538461539,0.436363636363636,0.235294117647059,0.169230769230769,0.290909090909091,0.358333333333333,0.292682926829268,0.0769230769230769,0.2,0.576323987538941,0.280373831775701,0.143302180685358,0.405405405405405,0.333333333333333,0.8
"34",34,522481,3120,3107,3120,22,12,48,17,3,12,12,26,5,200,"ABC Amsterdam","ABC Amst",522481,3107,3107,3120,20,16,37,15,6,18,8,29,11,200,"BS Leiden","BS Leide",10.12,9.2,55,64,FALSE,TRUE,75.12,75.2,62.5931707317073,66.64,65,TRUE,64.6165853658537,84.6153846153846,98.4615384615385,TRUE,-13.8461538461539,0.358333333333333,0.292682926829268,0.0769230769230769,0.2,0.436363636363636,0.235294117647059,0.169230769230769,0.290909090909091,0.684540787221905,0.171135196805476,0.144324015972618,0.354166666666667,0.25,0.545454545454545
"35",35,522482,1771,1771,3103,34,29,40,21,7,21,12,25,13,225,"Landstede Basketbal","Landsted",522482,3103,1771,3103,38,26,48,24,4,13,12,26,14,225,"Rotterdam Basketbal","Rotterda",15.64,17.48,92,86,TRUE,FALSE,89.64,92.48,78.4894736842105,81.0281081081081,80,FALSE,70.8967030188083,115,107.5,FALSE,7.5,0.516393442622951,0.315789473684211,0.1625,0.475409836065574,0.491803278688525,0.324324324324324,0.175,0.426229508196721,0.521920668058455,0.274008350730689,0.204070981210856,0.525,0.333333333333333,0.852941176470588
"36",36,522482,3103,1771,3103,38,26,48,24,4,13,12,26,14,225,"Rotterdam Basketbal","Rotterda",522482,1771,1771,3103,34,29,40,21,7,21,12,25,13,225,"Landstede Basketbal","Landsted",17.48,15.64,86,92,FALSE,TRUE,92.48,89.64,81.0281081081081,78.4894736842105,80,FALSE,70.8967030188083,107.5,115,TRUE,-7.5,0.491803278688525,0.324324324324324,0.175,0.426229508196721,0.516393442622951,0.315789473684211,0.1625,0.475409836065574,0.611620795107034,0.165647298674822,0.222731906218145,0.5,0.307692307692308,0.684210526315789
"37",37,522483,2393,6115,2393,31,18,40,26,5,24,14,33,25,200,"Matrixx Magixx","Matrixx ",522483,6115,6115,2393,13,10,50,24,6,22,13,27,22,200,"Giants Academy","Giants A",14.26,5.98,85,76,TRUE,FALSE,103.26,99.98,91.2029268292683,87.2795652173913,89,FALSE,89.2412460233298,95.5056179775281,85.3932584269663,TRUE,10.1123595505618,0.5234375,0.341463414634146,0.280898876404494,0.28125,0.458333333333333,0.282608695652174,0.247191011235955,0.138888888888889,0.511116790186558,0.306670074111935,0.182213135701508,0.65,0.208333333333333,0.580645161290323
"38",38,522483,6115,6115,2393,13,10,50,24,6,22,13,27,22,200,"Giants Academy","Giants A",522483,2393,6115,2393,31,18,40,26,5,24,14,33,25,200,"Matrixx Magixx","Matrixx ",5.98,14.26,76,85,FALSE,TRUE,99.98,103.26,87.2795652173913,91.2029268292683,89,FALSE,89.2412460233298,85.3932584269663,95.5056179775281,FALSE,-10.1123595505618,0.458333333333333,0.282608695652174,0.247191011235955,0.138888888888889,0.5234375,0.341463414634146,0.280898876404494,0.28125,0.641190048730444,0.282123621441395,0.0766863298281611,0.48,0.272727272727273,0.769230769230769
"39",39,522484,2823,3138,2823,23,16,33,19,10,24,16,21,15,200,"EBBC","EBBC",522484,3138,3138,2823,15,12,30,13,6,18,8,22,17,200,"BV Aris","BV Aris",10.58,6.9,84,56,TRUE,FALSE,82.58,71.9,69.9652631578947,63.34,67,TRUE,66.6526315789474,125.373134328358,83.5820895522388,TRUE,41.7910447761194,0.596491228070175,0.421052631578947,0.223880597014925,0.280701754385965,0.458333333333333,0.275862068965517,0.253731343283582,0.25,0.488310150932228,0.355134655223439,0.156555193844333,0.575757575757576,0.416666666666667,0.695652173913043
"40",40,522484,3138,3138,2823,15,12,30,13,6,18,8,22,17,200,"BV Aris","BV Aris",522484,2823,3138,2823,23,16,33,19,10,24,16,21,15,200,"EBBC","EBBC",6.9,10.58,56,84,FALSE,TRUE,71.9,82.58,63.34,69.9652631578947,67,TRUE,66.6526315789474,83.5820895522388,125.373134328358,FALSE,-41.7910447761194,0.458333333333333,0.275862068965517,0.253731343283582,0.25,0.596491228070175,0.421052631578947,0.223880597014925,0.280701754385965,0.546448087431694,0.327868852459016,0.12568306010929,0.433333333333333,0.333333333333333,0.8
"41",41,522485,2823,2823,8594,11,7,40,20,6,22,9,25,16,200,"EBBC","EBBC",522485,8594,2823,8594,32,17,45,15,7,19,22,30,14,200,"GasTerra Flames","GasTerra",5.06,14.72,65,68,FALSE,TRUE,83.06,92.72,74.1707692307692,71.6842553191489,73,FALSE,72.9275122749591,89.041095890411,93.1506849315068,FALSE,-4.10958904109589,0.467741935483871,0.230769230769231,0.219178082191781,0.112903225806452,0.3984375,0.468085106382979,0.191780821917808,0.265625,0.596480763495377,0.328064419922457,0.0754548165821652,0.5,0.272727272727273,0.636363636363636
"42",42,522485,8594,2823,8594,32,17,45,15,7,19,22,30,14,200,"GasTerra Flames","GasTerra",522485,2823,2823,8594,11,7,40,20,6,22,9,25,16,200,"EBBC","EBBC",14.72,5.06,68,65,TRUE,FALSE,92.72,83.06,71.6842553191489,74.1707692307692,73,FALSE,72.9275122749591,93.1506849315068,89.041095890411,TRUE,4.10958904109589,0.3984375,0.468085106382979,0.191780821917808,0.265625,0.467741935483871,0.230769230769231,0.219178082191781,0.112903225806452,0.571646341463415,0.241361788617886,0.186991869918699,0.333333333333333,0.368421052631579,0.53125
"43",43,522486,2571,2571,6115,20,16,42,18,11,24,11,29,14,200,"Basketball Stars Weert","Basketba",522486,6115,2571,6115,24,16,49,23,6,20,19,31,15,200,"Giants Academy","Giants A",9.2,11.04,85,80,TRUE,FALSE,89.2,95.04,78.8311904761905,78.0983333333333,78,FALSE,78.4647619047619,108.974358974359,102.564102564103,FALSE,6.41025641025641,0.522727272727273,0.261904761904762,0.179487179487179,0.242424242424242,0.463768115942029,0.395833333333333,0.192307692307692,0.231884057971014,0.558510638297872,0.319148936170213,0.122340425531915,0.428571428571429,0.458333333333333,0.8
"44",44,522486,6115,2571,6115,24,16,49,23,6,20,19,31,15,200,"Giants Academy","Giants A",522486,2571,2571,6115,20,16,42,18,11,24,11,29,14,200,"Basketball Stars Weert","Basketba",11.04,9.2,80,85,FALSE,TRUE,95.04,89.2,78.0983333333333,78.8311904761905,78,FALSE,78.4647619047619,102.564102564103,108.974358974359,TRUE,-6.41025641025641,0.463768115942029,0.395833333333333,0.192307692307692,0.231884057971014,0.522727272727273,0.261904761904762,0.179487179487179,0.242424242424242,0.612193903048476,0.249875062468766,0.137931034482759,0.469387755102041,0.3,0.666666666666667
"45",45,522487,3120,3120,3138,18,11,43,19,9,17,12,23,13,200,"ABC Amsterdam","ABC Amst",522487,3138,3120,3138,16,13,33,15,10,19,7,23,22,200,"BV Aris","BV Aris",8.28,7.36,76,73,TRUE,FALSE,81.28,81.36,69.5405714285714,74.619,72,TRUE,72.0797857142857,105.555555555556,101.388888888889,FALSE,4.16666666666667,0.541666666666667,0.342857142857143,0.180555555555556,0.183333333333333,0.576923076923077,0.233333333333333,0.305555555555556,0.25,0.629759812536614,0.248974809607499,0.121265377855888,0.441860465116279,0.529411764705882,0.611111111111111
"46",46,522487,3138,3120,3138,16,13,33,15,10,19,7,23,22,200,"BV Aris","BV Aris",522487,3120,3120,3138,18,11,43,19,9,17,12,23,13,200,"ABC Amsterdam","ABC Amst",7.36,8.28,73,76,FALSE,TRUE,81.36,81.28,74.619,69.5405714285714,72,TRUE,72.0797857142857,101.388888888889,105.555555555556,TRUE,-4.16666666666667,0.576923076923077,0.233333333333333,0.305555555555556,0.25,0.541666666666667,0.342857142857143,0.180555555555556,0.183333333333333,0.555929919137466,0.320080862533693,0.123989218328841,0.454545454545455,0.526315789473684,0.8125
